variable_1,variable_2,COAT
[Eubacterium]_saphenum_group,Merdibacter,0.4974368041782726
Anoxybacillus,Acetanaerobacterium,0.604125202993596
Serratia,Acetanaerobacterium,0.5648837177744503
Fournierella,Dorea,-0.25923058450954806
Pseudoflavonifractor,UCG-009,0.0777306840213525
Merdibacter,Actinomyces,-0.11023717078955948
Macrococcus,Hydrogenoanaerobacterium,0.4531815580654068
Cellvibrio,Macrococcus,0.9190230337237472
Candidatus_Methanogranum,Oceanivirga,0.9103677862484713
Veillonellaceae,Megamonas,-0.22581348163974582
Anaerosporobacter,Sellimonas,0.0207882018757225
Gordonibacter,Methanobrevibacter,-0.09346000866884793
Succiniclasticum,Elusimicrobium,0.6370825675763909
Elusimicrobium,Lactiplantibacillus,0.5493102145504046
Oscillibacter,Streptococcus,0.32079348483217596
Rikenella,Syntrophococcus,0.7652008500202043
Clostridium_sensu_stricto_3,UCG-011,0.948527603859149
Selenomonas,Asteroleplasma,0.8125334274287201
Blastomonas,Fastidiosipila,0.8789098554092846
Blastomonas,Desulfovibrio,-0.3451612806531998
UCG-008,Rhodococcus,0.6912431902120082
Devosia,Lachnospiraceae_NC2004_group,0.9400835378565248
Lachnospiraceae_FCS020_group,Anaerofustis,0.09486864046354375
Deinococcus,Faecalibacterium,-0.7216639941577581
Bdellovibrio,Bacteroides,-0.6908980077778576
Anoxybacillus,Actinotignum,0.9570796278152269
Amaricoccus,Oscillibacter,-0.5544974537902668
Serratia,Actinotignum,0.9087365277921877
Lachnospiraceae_NK4B4_group,Anaeroglobus,0.8311815389474726
Lacticaseibacillus,Levilactobacillus,0.41441467487246764
Mycoplasma,Intestinibacter,-0.5651668704081897
Afipia,Chryseobacterium,0.8999184221114529
Prevotellaceae_UCG-003,UCG-002,-0.6837765054184397
Pannonibacter,Izemoplasmatales,0.49800480412088566
Fenollaria,[Ruminococcus]_gauvreauii_group,-0.1664233748994078
Clostridia_UCG-014,Desulfovibrio,0.4069298616233576
Helicobacter,UCG-008,0.7476115308580982
UCG-005,CAG-352,0.1061850769420019
Anaerovibrio,HT002,0.3899342373679012
Cupriavidus,Sellimonas,0.02049667335492238
Cloacibacterium,Asteroleplasma,0.7292008151258529
Lawsonella,Bifidobacteriaceae,0.8838585311845956
Oribacterium,DTU089,0.11483930008473231
Enorma,Mitsuokella,0.05197453315643212
Taibaiella,Corynebacterium,0.261116195888748
Anaeroplasma,Paracoccus,0.8506594067050243
Anaerotruncus,Catenisphaera,-0.0379912019910262
Lautropia,Proteus,0.7383567119399064
Aquabacterium,Veillonellaceae,0.6849898992586122
Pseudopropionibacterium,CAG-56,-0.4792315646460696
Oscillospira,Candidatus_Soleaferrea,0.0
Gardnerella,NK4A214_group,-0.5114251923651569
Blastococcus,Gordonibacter,0.02093203737863784
vadinBE97,Papillibacter,0.4314147432763784
Pajaroellobacter,[Eubacterium]_brachy_group,0.03599478959671914
Erysipelotrichaceae,Cellulosilyticum,0.7011243723097925
Levilactobacillus,[Eubacterium]_siraeum_group,-0.1702212154356504
Negativibacillus,Senegalimassilia,0.09307703782022614
Dielma,Frisingicoccus,0.2461063968679494
Latilactobacillus,Parasutterella,-0.41645520733051483
Asteroleplasma,Ruminococcus,-0.5079552183932887
Lacticaseibacillus,Eubacterium,0.1838268387566656
Alishewanella,Butyricicoccus,-0.747338176794032
[Eubacterium]_xylanophilum_group,Intestinimonas,0.06963306248942272
Victivallis,Frisingicoccus,0.08118906867387418
Mucispirillum,Mitochondria,0.44810218258562484
Mitochondria,Desulfovibrio,-0.12667870308927803
Kocuria,Rhodococcus,0.8248101895536433
Paraeggerthella,Muribaculaceae,-0.3492181536724098
Oscillospiraceae,Proteus,-0.08324515685394858
Dorea,Anaerostipes,0.5374281316037302
TM7x,Murdochiella,0.3543955943755846
Methylobacterium-Methylorubrum,Lachnospiraceae_NC2004_group,0.6910884027842301
Rikenella,Agathobacter,-0.5193662684611617
Actinomyces,[Ruminococcus]_torques_group,0.3606607545217698
Pseudoramibacter,Levilactobacillus,0.8634486977134683
Paracoccus,Defluviitaleaceae_UCG-011,0.24302883527416458
Devosia,Novosphingobium,0.9027185026909741
Bosea,Blautia,-0.6064602647855498
Anaerosporobacter,Veillonella,-0.46308238481192354
Brevundimonas,UCG-010,-0.2423243046276098
Lachnospiraceae_NK4A136_group,Methanosphaera,0.0
Proteus,[Ruminococcus]_gnavus_group,-0.160854090205665
Aggregatibacter,Klebsiella,0.6292377003733166
Sediminibacterium,Companilactobacillus,0.7310307624819484
Aquabacterium,Oribacterium,0.8099148924823993
Paeniclostridium,Enorma,0.29910652669928245
Eubacterium,Ligilactobacillus,0.0
Syntrophococcus,Odoribacter,-0.6658593796176809
Sneathia,Merdibacter,0.3955529515141744
Sphingomonas,Anaerofustis,0.3659030378792354
Cellulosilyticum,Anaerofilum,0.48530856451915516
Azospira,Mucispirillum,0.9323691485128098
Dermacoccus,Peptoniphilus,0.5095763936143907
Lachnospira,Agathobacter,0.4784638276213552
Fructilactobacillus,CAG-352,0.0
Clostridioides,Companilactobacillus,0.6308493486011117
Afipia,Izemoplasmatales,0.4875668479974384
Negativicoccus,Gastranaerophilales,0.25047239452665104
Gastranaerophilales,Latilactobacillus,0.1742242981417716
Anaerosporobacter,Porphyromonas,0.3725746933892648
Rhodanobacter,Selenomonas,0.9552026917864287
Elstera,37-13,0.9616947590607202
Dermacoccus,Bilophila,-0.5610222310663573
Pseudopropionibacterium,Sarcina,0.5848247610229924
Tuzzerella,Erysipelotrichaceae_UCG-003,-0.12332169858716138
Enhydrobacter,Oscillibacter,-0.4928108815683808
Nitrosomonas,Dysgonomonas,0.8937950492881214
marine_group,Mucispirillum,0.946938776966817
Candidatus_Methanogranum,Monoglobus,-0.6199093077164416
Afipia,Alishewanella,0.9453465594956839
Asteroleplasma,Oceanivirga,0.8323447691817932
[Eubacterium]_fissicatena_group,UC5-1-2E3,0.2341932504362704
Oribacterium,Clostridium_sensu_stricto_1,-0.48313599907241656
Lachnospiraceae_NK4A136_group,Paludicola,-0.09431219737209509
Hydrogenoanaerobacterium,Victivallis,0.274754216360158
Clostridia_vadinBB60_group,Escherichia-Shigella,-0.08826667323564999
Parvibacter,Mitochondria,0.37961346134109236
Succiniclasticum,Anaerofustis,0.48078156838141145
Aggregatibacter,Anaerotruncus,-0.01008738320653052
Helcococcus,Clostridium_sensu_stricto_2,0.8858427510975957
Veillonellaceae,Veillonella,-0.2247017629226758
Anaerococcus,Prevotella,-0.2013405763242068
Porphyromonas,Howardella,0.10241772173020688
UCG-010,Megamonas,0.0
Hydrocarboniphaga,UCG-010,-0.3067645986719154
Moryella,Oscillospiraceae,-0.1622802898722128
Mobiluncus,UCG-005,-0.5069751361537527
Paraeggerthella,Tannerellaceae,-0.14281038153785441
Cerasicoccus,Parabacteroides,-0.7885876563000973
Pseudoflavonifractor,Lachnoclostridium,-0.310432233219927
Paraprevotella,Christensenellaceae_R-7_group,0.31679605859462523
Clostridium_sensu_stricto_2,[Eubacterium]_xylanophilum_group,-0.13544731287186282
Tissierella,Varibaculum,0.598837285321883
Rhodococcus,Desulfovibrio,-0.32115614309091944
0319-6G20,Asticcacaulis,0.8681771353712359
Lachnospiraceae_UCG-007,Fastidiosipila,0.9367552785581644
Anaerobiospirillum,Raoultibacter,0.36191391160142794
[Clostridium]_methylpentosum_group,Megamonas,-0.2988230225210672
Taibaiella,Leptotrichia,0.9168717962731309
Clostridium_sensu_stricto_1,Anaerostipes,0.3035157368131578
Bacteriovorax,Catenisphaera,0.2905005925500608
env.OPS_17,Anaerostignum,0.37825244013216863
Calditerricola,Parasutterella,-0.544983460703109
Lachnoanaerobaculum,Dialister,-0.4421893920915876
Sarcina,Prevotella_7,0.06159125945629936
Veillonellaceae,Porphyromonas,0.2671384591901006
Pedobacter,Cuneatibacter,0.9632268344379804
Enteroscipio,[Eubacterium]_coprostanoligenes_group,-0.7291490422973317
Enterobacter,Rothia,0.0
Actinotignum,Lactonifactor,0.43744735740712537
[Eubacterium]_siraeum_group,Intestinimonas,0.1559714315147956
0319-6G20,Butyricimonas,-0.51932262825623
Fournierella,Hungatella,0.0
Lacticaseibacillus,Agathobacter,-0.2930340648063314
Family_XIII_UCG-001,Odoribacter,0.2797151961611384
Prevotellaceae_UCG-003,Bacteroides,-0.6301952680836452
Lautropia,Hydrogenoanaerobacterium,0.47845196186921257
Cellvibrio,Sarcina,0.5975775802697811
env.OPS_17,Intestinibacter,-0.47535186045772077
Stomatobaculum,Erysipelatoclostridiaceae,0.8816704750364129
Rhodanobacter,0319-6G20,0.982598478624835
Lawsonella,Gordonibacter,0.0601290828979246
Mucispirillum,Asteroleplasma,0.80870693112109
Holdemania,Parabacteroides,0.0
Pannonibacter,Succinatimonas,0.7336109725528557
UCG-010,Sellimonas,-0.2379199022459142
Sphingobium,Papillibacter,0.8222411071532045
Enterorhabdus,[Eubacterium]_hallii_group,-0.1936334783577268
Legionella,Cellvibrio,0.9599226163462646
Blastomonas,Epulopiscium,0.5557904453418196
Dubosiella,Raoultibacter,0.37988109288056
Pajaroellobacter,[Eubacterium]_fissicatena_group,0.2796257474150712
Alloprevotella,Parabacteroides,0.2794536428547546
Rhodanobacter,Intestinimonas,-0.3500063433716719
Centipeda,Fusobacterium,-0.08074330456946374
Lachnoanaerobaculum,Levilactobacillus,0.8594998645490373
[Eubacterium]_brachy_group,Marvinbryantia,0.07698277338975848
Anaeroplasma,Gastranaerophilales,0.2536865925885788
Denitrobacterium,Rikenella,0.7656868752336136
Bosea,Incertae_Sedis,-0.5930835993598124
Paraclostridium,Family_XIII_AD3011_group,-0.1622382751838284
[Clostridium]_methylpentosum_group,Sellimonas,0.1508376690472494
Azospira,Pediococcus,0.8386466076274036
Pedomicrobium,Dorea,-0.7943689171144916
Paracoccus,Victivallaceae,0.41892455268516143
Aerococcus,Muribaculaceae,-0.4105416856310378
Succinivibrio,Oscillospiraceae,0.0
Nitrosomonas,UCG-005,-0.5157983501550438
Chryseobacterium,Pseudopropionibacterium,0.8969153120132214
Parasutterella,Bilophila,0.4062943901943938
Abiotrophia,Granulicatella,0.34833469408621176
Porphyromonas,Catabacter,0.23989424731151782
marine_group,Pediococcus,0.8518983562090578
Murimonas,Oribacterium,0.7955895478182683
Lentilactobacillus,Psychrobacter,0.932096815180466
Raoultella,HT002,0.39163082557175616
Mesorhizobium,P5D1-392,0.6725923729448676
Campylobacter,Sutterella,-0.07737695408790066
Parvimonas,Gordonibacter,0.20520752945787296
Methylobacillus,Klebsiella,0.8447863144961965
Atopostipes,Levilactobacillus,0.8526263278374602
Nitrosomonas,Clostridioides,0.7411283324016293
Anaerovibrio,Companilactobacillus,0.810186643218182
Christensenella,Catenibacillus,0.3374583320539832
Jonquetella,Alloprevotella,-0.217024907989865
Coriobacteriaceae_UCG-002,[Ruminococcus]_gnavus_group,-0.30163951100408076
Enorma,Anaerococcus,0.37457615227890484
Actinotignum,Pygmaiobacter,0.7319224040552708
Muribaculum,[Eubacterium]_eligens_group,-0.39798213427803564
Syntrophococcus,Ligilactobacillus,-0.06385683844749737
Brachyspira,Bifidobacterium,-0.5763178158075024
Caulobacter,Oscillospira,0.11068659952940892
DNF00809,Paraclostridium,0.5705251180433277
Lachnoanaerobaculum,Eubacterium,0.2429736008811508
Ezakiella,Coprobacter,-0.11415533183157059
Hydrogenoanaerobacterium,Enterococcus,0.2944852996916454
Salinivibrio,UCG-010,-0.308677875905529
Varibaculum,Dorea,-0.49539543230497785
Pseudoramibacter,Lachnospiraceae_UCG-004,-0.42406766221266745
Lachnospiraceae_UCG-001,Lachnospiraceae_NK4A136_group,-0.17652697850829963
Centipeda,Megasphaera,-0.151890778310311
Stomatobaculum,Bacillus,0.7962605786383709
Mitochondria,Epulopiscium,0.251363153331753
Aquabacterium,Morganella,0.6927361898847334
Gardnerella,[Eubacterium]_coprostanoligenes_group,-0.6076401714171904
Afipia,Lawsonella,0.8662364516166632
Coprobacillus,Catenibacterium,-0.041476671043619004
Arcanobacterium,P5D1-392,0.9523737383699558
Asteroleplasma,Monoglobus,-0.5497142304358095
Porphyromonas,Tuzzerella,0.11299790529979188
Lautropia,Hafnia-Obesumbacterium,0.6223675929446975
F0332,Ligilactobacillus,0.0
Papillibacter,Flavonifractor,-0.4440531357020042
Brevundimonas,UCG-008,0.5939554366166873
Blastomonas,Salinivibrio,0.8968495585460836
Methylobacillus,Anaerotruncus,-0.05784760455716631
Pseudonocardia,Cupriavidus,0.9483794719882898
Blastomonas,Anaerovibrio,0.8938217358421907
UCG-007,Actinomyces,-0.3735149059676538
Elstera,Prevotellaceae_UCG-001,0.2994813642062966
UCG-004,DTU089,0.08273951107566127
Prevotella,Lactobacillus,-0.1026355743448701
Lachnospiraceae,Cloacibacterium,0.56070188433986
Atopostipes,Eubacterium,0.2408312310818072
[Eubacterium]_saphenum_group,Acinetobacter,0.25435652338749476
Negativicoccus,Anaerobiospirillum,0.9072691833269518
Pseudoramibacter,Raoultella,0.8905543388412583
Aerococcus,Tannerellaceae,-0.15297615935733838
Obscuribacteraceae,Methylobacillus,0.978018374911495
UCG-010,Veillonella,0.0
Mogibacterium,Solobacterium,0.28181836010513683
Dellaglioa,Christensenellaceae_R-7_group,-0.5997580651493986
Sellimonas,Clostridium_sensu_stricto_1,-0.0262059552469735
Edwardsiella,Lachnospiraceae_NK4B4_group,0.9428211358069707
Arcanobacterium,Frisingicoccus,0.42778899564624756
Mucispirillum,Negativicoccus,0.9015175735871986
Dielma,Peptoniphilus,0.29577911049209843
Elusimicrobium,Papillibacter,0.587434475147705
Prevotellaceae_NK3B31_group,Lactonifactor,-0.01159775832242612
Amaricoccus,Angelakisella,0.0
Pseudoalteromonas,Paraprevotella,-0.45708455398698844
Sphingobium,Mitsuokella,0.12456761777149561
Helcococcus,Eggerthella,-0.14212978210643984
[Clostridium]_methylpentosum_group,Veillonella,-0.23327988326946764
Fastidiosipila,Fournierella,0.1942796166703858
Sphingomonas,Clostridia_UCG-014,-0.32745659683050776
Sphingobium,CHKCI002,0.3386316726158122
Christensenella,Muribaculaceae,-0.2421823781085834
Clostridium_sensu_stricto_3,Granulicatella,0.503739715824442
CHKCI001,Enteroscipio,0.9589389829453905
Taibaiella,Lentilactobacillus,0.9589602297058771
Enteroscipio,Enterorhabdus,0.2732641417304242
Atopostipes,Syntrophococcus,0.8898704927005305
Clostridium_sensu_stricto_2,[Eubacterium]_nodatum_group,0.4964253597792149
CHKCI001,Senegalimassilia,-0.12066105027602558
Lautropia,Selenomonas,0.9365356763641829
Taibaiella,Bifidobacteriaceae,0.978146433464796
Kocuria,Sanguibacteroides,0.33212179371581174
JI49D030,Lachnospiraceae_UCG-010,-0.6144042647254417
Halomonas,Coprobacter,-0.1945665637295108
Atopobium,Ligilactobacillus,0.0
Cloacibacillus,Lachnospira,-0.2476384791150366
Companilactobacillus,Fournierella,0.16059035278131378
Methylocella,Staphylococcus,0.5454635059371482
Succiniclasticum,Clostridia_UCG-014,-0.3745903319626148
Pedomicrobium,Mesorhizobium,0.668601552858622
Bdellovibrio,Paraeggerthella,0.7806207358019157
Lachnospiraceae,Acetanaerobacterium,0.4966443763857093
Tissierella,Lachnospiraceae_UCG-001,-0.11053207318340572
Chryseobacterium,Oscillospiraceae,-0.06904711434878058
Edwardsiella,Lachnospiraceae_NK4A136_group,0.08604532929218156
Bifidobacteriaceae,Coprobacillus,0.16132323708640461
Dolosicoccus,Phocea,0.16108335744467878
mle1-27,GCA-900066575,-0.01060552226993316
Allobaculum,JI49D030,0.800040896382017
Clostridioides,Intestinibacter,-0.4265801902900347
Lachnospiraceae_NK4B4_group,Macrococcus,0.9206690746112021
Pajaroellobacter,Dubosiella,0.9651486059207508
Dubosiella,CAG-352,0.0
Lachnoanaerobaculum,Agathobacter,-0.5593342224063959
vadinBE97,Acetanaerobacterium,0.347553082492089
Aquabacterium,[Eubacterium]_ventriosum_group,-0.6747578698153747
Anaeroplasma,Anaerobiospirillum,0.9177425227801977
Selenomonas,Turicibacter,-0.47708491984037094
Staphylococcus,Latilactobacillus,0.3832208359149674
UCG-004,Clostridium_sensu_stricto_1,-0.4457159296200982
Mobiluncus,[Eubacterium]_ruminantium_group,-0.43051531468032794
Sediminibacterium,RF39,-0.37641551498193143
[Eubacterium]_nodatum_group,Romboutsia,-0.3749075383270174
Oscillospira,Eggerthella,-0.057111703369945976
Dolosicoccus,Eikenella,0.9554675460871824
Lachnospiraceae,Actinotignum,0.6443355633976663
Actinomyces,Odoribacter,0.0
Weissella,UCG-005,0.01032886553710598
Modestobacter,Marvinbryantia,-0.24826347147709898
Selenomonas,Cloacibacillus,0.1785513956194986
Faecalibaculum,Ruminococcus,-0.5843209980727503
Peptococcus,Libanicoccus,-0.03548387702074448
Lachnospiraceae_FCS020_group,Klebsiella,0.2495398821076044
Blastococcus,UCG-007,0.9535715487442624
[Eubacterium]_fissicatena_group,Limosilactobacillus,0.0
Atopostipes,Agathobacter,-0.5419070693538404
Bacteriovorax,Cellulosilyticum,0.5902875118689962
Paraclostridium,Methanobrevibacter,-0.02424421969182412
vadinBE97,Actinotignum,0.527158457598616
mle1-27,Atopobium,0.5021703436178011
Aquabacterium,Bdellovibrio,0.9069280861499985
Peptoclostridium,Parasutterella,-0.3153269972795676
Lautropia,S5-A14a,0.8469091409882182
Obscuribacteraceae,Methylocella,0.9658781570005267
Macrococcus,F0332,0.6370636423683754
Pedomicrobium,Hungatella,0.0
Cloacibacterium,Turicibacter,-0.400060559434072
Atopostipes,Lachnospiraceae_UCG-004,-0.42710110505662746
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Tissierella,0.9076713317529046
Denitrobacterium,Cetobacterium,0.459153591636305
Enhydrobacter,Angelakisella,0.0
Elusimicrobium,Mitsuokella,0.09834179331790413
Coriobacteriaceae_UCG-002,Libanicoccus,0.766926238091326
Scardovia,UCG-008,0.7300975692494148
Elusimicrobium,CHKCI002,0.24573644164554018
P5D1-392,Lachnospira,-0.6436504305924392
Acidaminococcus,Anaerostipes,0.0
Cloacibacterium,Cloacibacillus,0.15182431495419363
S5-A14a,Lachnospira,-0.5810022990015609
Devosia,Akkermansia,-0.331764934706289
Paeniclostridium,Lachnospiraceae_ND3007_group,-0.32040285520768264
Eisenbergiella,[Eubacterium]_ruminantium_group,-0.20754491485417578
Eikenella,Proteus,0.7511224872150457
Capnocytophaga,Lachnospiraceae_UCG-008,0.3096109454705756
Lachnospiraceae_FCS020_group,Anaerotruncus,0.2391737558490128
Selenomonas,Succiniclasticum,0.8639129835498751
Atopostipes,Raoultella,0.8793417821571957
Mogibacterium,Blautia,-0.013713099859967959
CAG-352,CAG-56,-0.05470325068770816
Pseudoalteromonas,Faecalicoccus,0.5814395546621467
Acinetobacter,Lachnospiraceae_NK4A136_group,-0.08372297558401696
Anoxybacillus,[Eubacterium]_hallii_group,-0.7176542325516195
Serratia,[Eubacterium]_hallii_group,-0.6834889937881222
Haemophilus,[Eubacterium]_ventriosum_group,-0.11029930158630448
Pannonibacter,Lachnospiraceae_UCG-003,0.205785883357226
Dolosicoccus,Faecalicoccus,0.5849133019371412
Faecalibaculum,Oceanivirga,0.9381214150487578
Peptococcus,Anaerofilum,0.0
Mobiluncus,[Eubacterium]_xylanophilum_group,-0.14860744690215238
marine_group,[Eubacterium]_brachy_group,0.03614802018632108
Proteus,Rhodococcus,0.6543018623796398
[Ruminococcus]_gauvreauii_group,Butyricicoccus,0.2777727549775834
[Eubacterium]_xylanophilum_group,NK4A214_group,0.2454012257908064
Porphyromonas,Lactiplantibacillus,0.2785609118829472
Centipeda,Butyricicoccus,-0.6817821959679485
Ligilactobacillus,Streptococcus,0.10419385196882154
Enorma,Streptococcus,-0.4379892462301892
Geobacillus,Lachnospiraceae_UCG-004,-0.432051447126853
Mycobacterium,Mogibacterium,0.1171076517281662
Taibaiella,Gordonibacter,0.020872701243947363
Cardiobacterium,Mobiluncus,0.8685036103596602
Capnocytophaga,Synergistes,0.7124650866785998
Obscuribacteraceae,Defluviitaleaceae_UCG-011,0.2640079525536776
Coriobacteriaceae_UCG-002,Anaerofilum,0.657729190283115
Anaeroglobus,UC5-1-2E3,0.6983391797654805
Centipeda,[Ruminococcus]_gauvreauii_group,-0.34651679169226285
Legionella,Anaeroplasma,0.9293412678609414
Mailhella,Paraprevotella,-0.1045263092583644
Lachnospiraceae,Legionella,0.6395675595941174
UCG-002,Erysipelotrichaceae_UCG-003,0.4441714050730144
Izemoplasmatales,Lactonifactor,0.19758933701177522
Selenomonas,UBA1819,-0.44068953369453584
Limosilactobacillus,Eggerthella,0.1310980361030912
0319-6G20,Roseburia,-0.7739268016307758
Eubacteriaceae,Levilactobacillus,0.926247206254061
Murimonas,[Eubacterium]_ventriosum_group,-0.6720960068983732
Candidatus_Methanogranum,Peptostreptococcus,0.487515680381646
Selenomonas,Alistipes,-0.7752192667332533
Victivallaceae,[Ruminococcus]_gnavus_group,-0.26331628399058177
Dellaglioa,Desulfovibrio,-0.3672968744779582
Anaerococcus,Acidaminococcus,0.11420802742028939
Paeniclostridium,Shuttleworthia,0.2600170840052116
Methylobacterium-Methylorubrum,Akkermansia,-0.24583568930026498
Actinotignum,Negativibacillus,-0.2905942965451918
Bradyrhizobium,Oscillospiraceae,-0.12483762086035521
[Eubacterium]_fissicatena_group,[Ruminococcus]_torques_group,-0.22048097084501359
Bdellovibrio,Candidatus_Soleaferrea,0.27776565354204485
Phocaeicola,Acinetobacter,0.2337227083391132
Geobacillus,Raoultella,0.9179294302052554
Mesorhizobium,Peptoniphilus,0.3151007141962566
Lachnospiraceae_UCG-008,UC5-1-2E3,0.22236759422131658
Anaeroplasma,Harryflintia,0.7903597148505426
Pygmaiobacter,Senegalimassilia,-0.09206276627190318
Anaerovibrio,RF39,-0.394423107695074
Asticcacaulis,Chloroplast,0.01049196782242208
Actinomyces,Ligilactobacillus,0.12825290957257862
Pannonibacter,UCG-011,0.95643354553483
Mesorhizobium,Bilophila,-0.39220468080036897
Succiniclasticum,Klebsiella,0.7657895589024823
Pajaroellobacter,Sphingomonas,0.7308206049359086
Neorhizobium,Pseudoalteromonas,0.9550545076973623
Saccharimonadales,Corynebacterium,0.2778946466602246
Fretibacterium,Cryptobacterium,0.948069595208436
Cloacibacterium,Alistipes,-0.690962127604472
Johnsonella,Leptotrichia,0.9093095620874934
DNF00809,[Ruminococcus]_gauvreauii_group,-0.368270920500349
Nitrosomonas,[Eubacterium]_xylanophilum_group,-0.1640637148134966
marine_group,[Bacteroides]_pectinophilus_group,0.8536321081023616
Sphingomonas,Anaerotruncus,-0.06999141147318474
Faecalibaculum,Brevundimonas,0.7579794892459503
Morganella,Cloacibacterium,0.6095491966499914
Paraeggerthella,Dorea,-0.6543579361040912
Eubacteriaceae,Eubacterium,0.2565168422966254
Thermus,Ezakiella,0.5852919593821072
Afipia,Lachnospiraceae_UCG-003,0.1990830663509666
Arcanobacterium,Peptoniphilus,0.5332546378188912
Blastomonas,Oscillospira,0.12203604748596039
Legionella,Pseudoflavonifractor,0.6166710850246914
Providencia,Fusobacterium,-0.1501778903445476
Pseudopropionibacterium,Marvinbryantia,-0.254112217654997
Mailhella,HT002,0.1503753227243228
Fastidiosipila,Mitochondria,0.44023630090109356
Mogibacterium,Incertae_Sedis,-0.01330763391277982
[Eubacterium]_siraeum_group,Prevotella_9,0.11600758895193541
Sanguibacteroides,Ruminococcus,-0.17952302500203582
Lachnospiraceae_NK4B4_group,Sarcina,0.5978959260812402
Succiniclasticum,Anaerotruncus,-0.02404514278192174
Mycobacterium,Prevotella_9,-0.5464579823943756
Mucispirillum,Turicibacter,-0.4782369441179948
Devosia,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.9172266358341638
mle1-27,Sediminibacterium,0.8626648766501204
HT002,Turicibacter,-0.1583748923695392
Dermacoccus,Cupriavidus,0.934684590680541
[Eubacterium]_saphenum_group,Lactonifactor,0.4383800652764516
Macrococcus,Pyramidobacter,0.09351183354015716
[Bacteroides]_pectinophilus_group,Parasutterella,-0.4994163982679652
Lautropia,Coriobacteriaceae_UCG-002,0.9328877013937609
Howardella,Anaerostipes,-0.20464781572572505
Pedomicrobium,Peptococcus,-0.07746352020425974
Campylobacter,Erysipelatoclostridiaceae,0.357427689173688
0319-6G20,Allobaculum,0.8140675450360941
[Eubacterium]_siraeum_group,NK4A214_group,0.2394156479232718
Mucispirillum,Cloacibacillus,0.17978108264853523
Cosenzaea,[Eubacterium]_fissicatena_group,0.2796461894345568
Pseudoxanthomonas,Mobiluncus,0.9315827606616981
Blastococcus,Cryptobacterium,0.9604696444053186
Mesorhizobium,Subdoligranulum,-0.4900463410594799
Faecalibaculum,Latilactobacillus,0.6585329984513139
Capnocytophaga,Olsenella,0.39694792583112837
Anaerofilum,Alloprevotella,-0.21391945528616696
Veillonellaceae,Dielma,0.238455644535777
mle1-27,Fusicatenibacter,-0.6200658290677001
vadinBE97,Streptococcus,-0.44397305350610977
Rhodanobacter,NK4A214_group,-0.5989600185375382
Lachnospiraceae_FCS020_group,Halomonas,0.294881562675663
UCG-009,Clostridium_sensu_stricto_1,-0.09365310716456612
Lautropia,F0332,0.6338326677416386
Obscuribacteraceae,Victivallaceae,0.4687765198131414
Providencia,Megasphaera,-0.1848598760485324
Pajaroellobacter,Arcanobacterium,0.951017175607212
Coprobacter,Klebsiella,-0.161856766111811
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Christensenellaceae_R-7_group,-0.5777491651144506
Afipia,UCG-011,0.939810659982187
Cellvibrio,Marvinbryantia,-0.2459755403072294
Mitochondria,Oscillospira,0.0
Pseudomonas,Parvimonas,0.3299755956072322
Lachnospiraceae_FCS020_group,Deinococcus,0.2846644694656284
Johnsonella,Lachnospiraceae_UCG-007,0.9680279747762839
Candidatus_Soleaferrea,Prevotella_7,0.0
Prevotella,Tuzzerella,-0.14150492302497858
Mycoplasma,Caulobacter,0.8522588499366133
Desulfovibrio,CAG-352,-0.10146661447482135
Cardiobacterium,Paraprevotella,-0.4460423937011758
Capnocytophaga,Candidatus_Stoquefichus,0.6009047174725269
Shuttleworthia,Catenibacillus,0.47764265291237
Parvibacter,Turicibacter,-0.45303025257201524
Oribacterium,Romboutsia,-0.585895892223993
Prevotellaceae_NK3B31_group,Negativibacillus,-0.12004625886066919
Asteroleplasma,Peptostreptococcus,0.4683966898757272
Anaerostignum,Tyzzerella,0.04835213729869966
Abiotrophia,Solobacterium,0.4448711972286802
[Eubacterium]_saphenum_group,Pygmaiobacter,0.7345598339605184
Psychrobacter,Ezakiella,0.5653672913604038
Cellulosilyticum,UCG-004,0.5229058448721624
Coprobacillus,Gemella,0.06689763897426594
Parvibacter,Cloacibacillus,0.14735841752008141
Candidatus_Obscuribacter,Allisonella,-0.19027638914947842
Chloroplast,Prevotellaceae_NK3B31_group,0.0
Cuneatibacter,UCG-010,-0.31301647226839335
Lentilactobacillus,Olsenella,0.3865910566202404
[Eubacterium]_oxidoreducens_group,Lactobacillus,0.1907504248218772
Sphingomonas,Clostridia_vadinBB60_group,-0.02478019439263196
Eubacteriaceae,Agathobacter,-0.5863304561908314
Edwardsiella,GCA-900066755,0.7579940065493406
Bifidobacteriaceae,Oxalobacter,0.8135621072480606
Peptoclostridium,Escherichia-Shigella,-0.27390560454551294
Saccharimonadaceae,Catenibacillus,0.468774696669734
Modestobacter,Murimonas,0.9392997924562744
37-13,[Eubacterium]_ruminantium_group,-0.430130186595191
Paraeggerthella,Mesorhizobium,0.5671164317175255
Lachnospiraceae_UCG-003,Escherichia-Shigella,-0.1575232119788686
Eubacteriaceae,Lachnospiraceae_UCG-004,-0.44718879813274726
Anaerostignum,Saccharimonadaceae,0.33244441862348717
